Date,Open,High,Low,Close,Volume,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres1,returnsClosePrevMktres10,returnsOpenPrevMktres1,returnsOpenPrevMktres10
2017-05-23,139.699997,139.78999299999998,135.71000700000002,135.75975,17031200,-0.013463006505945896,0.014008804122557672,0.3325655362404851,0.35631065048543675,-0.016111976180173338,0.2935814092444317,0.011829481043401032,0.31656180670815126
2017-05-24,140.96000700000002,141.070007,138.080002,137.28547700000001,20399900,0.011238434071954462,0.00901939890521275,0.14367160386862166,0.23335379969066605,0.003973800656209728,0.10770190756760986,0.006895672603273407,0.18897189759282929
2017-05-25,140.0,140.029999,136.440002,136.978363,15205700,-0.002237046530420783,-0.006810492000046686,0.09411554972758696,0.16618072887511715,-0.008711800943863281,0.06017415329198159,-0.01523761253333228,0.13108657751791788
2017-05-26,137.929993,145.279999,137.110001,140.525177,19478500,0.025893242716004794,-0.01478576428571432,0.11024622492661873,0.08923632841908691,0.02968975454180861,0.07186234099390995,-0.013974551105675815,0.05202182884461759
2017-05-30,143.699997,146.28999299999998,143.050003,143.527084,24741300,0.021362058131405126,0.04183284486935346,0.07975987030822185,0.1091386169981261,0.031533890421903306,0.02018513965737484,0.044976342887768674,0.05525909610730158
2017-05-31,146.690002,147.0,142.050003,143.01191699999998,22182900,-0.0035893364906655068,0.020807272529031362,0.056224356151035604,0.07559757018633317,0.003011427703995014,-0.021213855155026995,0.021851489003166896,-0.0016518364670825639
2017-06-01,144.990005,145.029999,142.520004,143.02182,12583500,6.924597759216944e-05,-0.01158904476666378,0.1314752260314911,0.08120804260068404,-0.01440031564713524,0.13313882035343352,-0.008964644032657995,0.02063100390749565
2017-06-02,144.240005,145.300003,143.399994,142.308502,12186400,-0.004987476736067142,-0.005172770357515288,0.0805686905103884,0.1138224324324324,-0.009750904465938081,0.07528403208385223,-0.011957223910685754,0.1271502290176744
2017-06-05,142.979996,148.529999,142.509995,146.63797,20434400,0.030423115549343516,-0.00873550302497561,0.08830892738575269,0.043421127077436505,0.03614652312860052,0.06958334680800816,-0.011443779824682617,0.040637549404006795
2017-06-06,147.820007,149.690002,146.800003,145.974213,18968200,-0.004526501560271234,0.033850966116966585,0.06076330591858525,0.07294768605798985,0.004386253497494724,0.034413809955072705,0.036436613131414816,0.04089959238429547
2017-06-07,148.330002,149.880005,147.699997,147.737686,15315300,0.012080715927545338,0.003450108076371583,0.0882289191015746,0.06177526975895353,0.010460961822530292,0.06416986738473873,0.002288005610052806,0.03059830961832436
2017-06-08,153.46000700000002,160.0,151.78999299999998,158.457413,29043600,0.07255919115993192,0.034585080097282006,0.15421832274363578,0.08867763464285305,0.07546082419185818,0.13383399752756425,0.036531106280631505,0.057259120204335934
2017-06-09,164.740005,168.5,142.75,148.213226,92323200,-0.06464946515313874,0.07350447990009523,0.08201925292390877,0.17671432142857135,-0.0730025857797059,0.0662300919434072,0.07167437065803797,0.14716710403926597
2017-06-12,145.880005,151.699997,142.110001,148.57978799999998,42438300,0.002473207080722961,-0.11448342495801178,0.05731792104414124,0.05763802221029635,0.010477775803587065,0.0455294565586412,-0.11741847595648633,0.03521532285030527
2017-06-13,154.399994,154.770004,145.649994,149.996552,41812600,0.00953537502691848,0.0584040904029306,0.045074893321179754,0.07446066265401519,0.0015773167966428624,0.02854041641895288,0.06038534101502429,0.056219095747200284
2017-06-14,151.520004,154.059998,148.5,150.313583,29616000,0.002113588584356174,-0.018652785698942353,0.051056346584040346,0.032926593047561736,-0.0004529109694389439,0.03301701234588122,-0.023379666253067446,0.014117511697296671
2017-06-15,146.96000700000002,153.600006,146.5,150.957565,24095600,0.004284256865861424,-0.030095016364967808,0.0554862537758225,0.013587157266461425,0.0036053029102526583,0.053778052419196226,-0.026219038366518607,-0.0028016478830151024
2017-06-16,152.759995,154.699997,150.240005,150.21452299999999,23124000,-0.00492219121313997,0.039466437967711654,0.05555550714742252,0.05906814825748241,-0.0068718914257736175,0.07273615937394623,0.03744817665727966,0.062198618304621936
2017-06-19,153.41000400000001,157.529999,153.259995,155.861679,19454400,0.0375939415658233,0.004255099641761628,0.062901232197909,0.07294732334444887,0.03389639981832696,0.05587747725488633,0.004883273192515884,0.08128508765970177
2017-06-20,159.029999,161.740005,156.919998,155.63378899999998,27386100,-0.0014621297644306086,0.03663382343696431,0.06617316717439659,0.0758354178673526,-0.0036367201409695966,0.06433438273797863,0.03555556787347289,0.0630770694159652
2017-06-21,158.21000700000002,159.619995,155.699997,157.99176,17066300,0.01515076523646175,-0.005156209552639068,0.06940730072081958,0.06660827119789303,0.012742913398590605,0.09039377030032389,-0.009614917569329263,0.07367865667641949
2017-06-22,159.800003,160.33999599999999,157.399994,156.901947,11728300,-0.006897910372034577,0.010049907905003597,-0.009816303135025906,0.04131366943049852,-0.009482439003232118,0.01212336881236583,0.004353370827013834,0.06001770903872761
2017-06-23,158.679993,159.320007,153.220001,152.40403700000002,27214700,-0.02866701201610955,-0.007008823397831931,0.0282755534921022,-0.03678530906928168,-0.031017115881837434,0.07044866498374835,-0.010884952477002363,-0.00819350007181062
2017-06-26,155.16000400000001,156.600006,148.330002,150.739578,26599000,-0.010921357680308885,-0.022182941487777774,0.014536230190340671,0.06361392022162327,-0.013069693573344063,0.04281197449677664,-0.02329562429507802,0.09169917855552592
2017-06-27,151.440002,151.78999299999998,146.350006,145.221252,24987300,-0.036608341838399006,-0.02397526362528335,-0.0318360651383508,-0.019170933387471556,-0.0327809339969119,0.04048552912535307,-0.027271685325025233,0.012951002862224711
2017-06-28,149.320007,151.940002,145.75,150.343323,24873700,0.035270808710559765,-0.013998910274710563,0.0001978530443254023,-0.014519515192198629,0.025053748023416526,0.05066079066472219,-0.01701236426993019,0.04201402424992817
2017-06-29,150.600006,150.720001,144.080002,145.32028200000002,26610600,-0.03341046944931492,0.008572186847004337,-0.037343494511189124,0.024768636544771017,-0.010014632401194493,0.04478419309479606,0.00683468561366221,0.046335301029352786
