Date,Open,High,Low,Close,Volume,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres1,returnsClosePrevMktres10,returnsOpenPrevMktres1,returnsOpenPrevMktres10
2017-05-23,44.25,44.599998,44.209998999999996,39.875240000000005,11996100,0.004753342917089842,0.00820234696291533,0.020225389267053195,0.00820234696291533,0.0029540850570966438,0.0061374654747812524,0.006409141615888183,-0.0054272190869105895
2017-05-24,44.509997999999996,45.09,44.509997999999996,40.450134000000006,12738300,0.014417317613636849,0.00587566101694903,0.03350890492084302,0.023689006439742366,0.012305731764672435,0.018307835654452327,0.004089173470458035,0.00864554121446778
2017-05-25,45.0,45.48,44.970001,40.791496,16704200,0.00843908205594568,0.011008807504327534,0.03984449248553168,0.03472057784683469,0.006266692333406017,0.024731443398618828,0.008303193273711597,0.018713987985133455
2017-05-26,45.349998,45.560001,45.330002,40.773533,11341400,-0.00044036139297276566,0.007777733333333314,0.04129376984610689,0.0391842126302524,-0.0017033141946842488,0.02676581177316555,0.006384124241522579,0.0237879465870551
2017-05-30,45.16,45.459998999999996,45.110001000000004,40.809467,13093500,0.0008813069988318212,-0.004189592246509055,0.038875027989659694,0.03911645280985865,0.00022233146927529016,0.02732216145866636,-0.005118736418211629,0.025053930025114295
2017-05-31,45.43,45.700001,45.369999,40.84539,14148000,0.0008802614354166405,0.005978742249778568,0.03694399819650407,0.035559631537716685,-0.00024341209964265213,0.027249847777228296,0.004644343354871793,0.023019749479517543
2017-06-01,45.450001,45.790001000000004,45.23,41.132847,11049300,0.007037685281007233,0.0004402597402597408,0.04233999649029663,0.03648809744529524,0.0037186986453385446,0.016607559542868935,-0.0005850242636751379,0.024551819330601958
2017-06-02,45.830002,45.889998999999996,45.610001000000004,41.222683,9923700,0.002184045271653723,0.00836085790185126,0.047717103887682466,0.04467752552262416,-2.0013519954792912e-05,0.01991123588607671,0.0052158650419982435,0.015417500295581376
2017-06-05,45.779999,45.990002000000004,45.689999,41.312508,10015200,0.002179018769836061,-0.0010910538472157505,0.047608121885799104,0.04401370782274605,0.0013006425170788052,0.029482041588016466,-0.003216306498731479,0.017934472622687516
2017-06-06,45.900002,46.060001,45.779999,41.30352,9836700,-0.000217561228672003,0.0026212975670882876,0.0407423201526278,0.045796378350339007,-0.0007255703891127128,0.03339764997507007,0.002669000065615576,0.035598236286274475
