Date,Open,High,Low,Close,Volume,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres1,returnsClosePrevMktres10,returnsOpenPrevMktres1,returnsOpenPrevMktres10
2017-05-23,23.030001000000002,23.5,22.84,21.881712,79020000,0.015190996164520687,-0.00689952536008942,-0.024603738381746343,-0.041614646624442475,0.012631942446767595,-0.00035922184043123834,-0.00910627995486947,-0.011512121089613254
2017-05-24,23.440001000000002,23.469998999999998,23.219998999999998,21.853645,58823200,-0.0012826692902273562,0.017802865054152628,-0.03271232904603494,-0.019657005437055508,-0.007826747303253731,-0.020539742541206295,0.015611768908530586,-0.0009665745078042617
2017-05-25,23.41,23.58,23.219998999999998,21.750742000000002,60443500,-0.004708733943467935,-0.0012799060887412894,-0.034067091633041335,-0.02863070539419088,-0.01055918278050272,-0.03253434827069458,-0.0113586484746137,-0.025385882890999856
2017-05-26,23.23,23.42,23.17,21.741388,50399500,-0.00043005429423981223,-0.007689021785561745,-0.031666449540416086,-0.028846153846153855,0.0026219278058188505,-0.033154460354596946,-0.006242538803643656,-0.03053694860365683
2017-05-30,23.129998999999998,23.209999,22.879998999999998,21.432665,61307900,-0.014199783380895448,-0.004304821351700516,-0.047796874611952256,-0.038653368190081805,-0.004997052140986688,-0.03893658342990662,0.0005764977961012678,-0.038110840491735784
2017-05-31,22.780001000000002,22.799999,22.09,21.033764,138636300,-0.0186118245211222,-0.015131777567305327,-0.06279270233750156,-0.053593643539675884,-0.01285825396015353,-0.052690527083246896,-0.013125692608263441,-0.048855157021221854
2017-06-01,22.48,22.639999,22.299999,21.240253,69725100,0.009817025616527753,-0.013169490203270962,0.0059514771539490585,-0.038083053569403,-0.003954852478844249,-0.022173936714070884,-0.008902987841823747,-0.04313644586477149
2017-06-02,22.27,22.59,22.16,21.071314,79722300,-0.007953718818697553,-0.00934163701067614,-0.00950999138557762,-0.015037637548092175,-0.012539485205926886,-0.034211983401069825,-0.017594383695996856,-0.03908851851975397
2017-06-05,22.440001000000002,22.700001,22.389999,21.033764,51590300,-0.0017820435877895502,0.007633632689717285,-0.024572524569950738,-0.020515015277171478,0.003738096820907896,-0.042948012050220676,0.004529597643231788,-0.03932927527730388
2017-06-06,22.200001,22.41,22.07,20.864819,71735600,-0.008032085935736455,-0.010695186689162917,-0.03198724188480229,-0.042690813165553676,0.0006174368422378132,-0.049957993661643274,-0.003979566194718124,-0.06292628257013544
