Date,Open,High,Low,Close,Volume,returnsClosePrevRaw1,returnsOpenPrevRaw1,returnsClosePrevRaw10,returnsOpenPrevRaw10,returnsClosePrevMktres1,returnsClosePrevMktres10,returnsOpenPrevMktres1,returnsOpenPrevMktres10
2017-05-23,975.0200199999999,975.2000119999999,966.849976,971.5399779999999,2415600,0.0008962829954946017,0.0114315560165974,0.019646912179080545,0.02332077275382982,-0.0011476587769775877,0.029204995469207556,0.009483819511523234,0.04094072296920298
2017-05-24,976.0,981.0,970.2299800000001,980.349976,2446000,0.009068075631984085,0.0010050870545201818,0.03308916550179686,0.023597273203985303,0.005529206096056144,0.036659374548483004,-0.0009235542891298932,0.035526938348997714
2017-05-25,984.849976,999.0,982.1099849999999,993.3800050000001,4822000,0.013291201427030108,0.009067598360655627,0.04828940951166838,0.04204800671955655,0.00984617858258999,0.04620796600445732,0.0036193046372068336,0.04395205905602172
2017-05-26,995.0,998.650024,989.25,995.7800289999999,3469200,0.002416018027260103,0.010306162610903113,0.03581427561194417,0.04243059193294929,0.002722820437530678,0.03221988168313356,0.010007743041279724,0.04005663480423918
2017-05-30,996.51001,1001.2000119999999,995.5200199999999,996.7000119999999,3263100,0.0009238817542100985,0.0015175979899497705,0.040429285021920336,0.03940633002839844,0.003965475999984812,0.045364877573187495,0.002573913576617012,0.0415101745723331
2017-05-31,1000.0,1000.1199949999999,982.159973,994.6199949999999,3913100,-0.0020869037573564286,0.0035022126872563675,0.02955271128710235,0.04058272632674287,-0.0006291009630141923,0.03383091407131204,0.00338940219875642,0.04603056663438808
2017-06-01,998.590027,998.98999,991.3699949999999,995.9500119999999,2454800,0.001337211202957933,-0.0014099730000000088,0.054183074493171945,0.04597257195802795,-0.005533300104129069,0.024877608741343787,-0.0005060339493348919,0.04275243636844382
2017-06-02,998.98999,1008.4799800000001,995.669983,1006.7299800000001,3752300,0.010823804277438231,0.0004005277332896906,0.05032915367222568,0.05735605703669844,0.007739927708501623,0.020478300595707676,-0.004892016783474055,0.023813236876839644
2017-06-05,1007.2299800000001,1013.2100220000001,1003.51001,1011.340027,2719900,0.00457922888121387,0.008248320886578675,0.05365477428667398,0.04610314460888132,0.006076750646707749,0.035551104822651634,0.005730994835904965,0.018501402322721634
2017-06-06,1012.0,1016.5,1001.25,1003.0,3346400,-0.008246511338762641,0.004735780402406187,0.03330690921344792,0.049792531120331995,-0.0052800704333089525,0.025464476685425688,0.007066379702623354,0.040394974276280346
2017-06-07,1005.9500119999999,1010.25,1002.0,1010.070007,2823000,0.007048860418743752,-0.005978249011857839,0.03965871695709078,0.03172241735097914,0.005295875297116932,0.033205282398718346,-0.007250665964536203,0.023389455117325222
2017-06-08,1012.0599980000001,1013.6099849999999,1006.1099849999999,1010.2700199999999,2767900,0.000198018947809242,0.006073846540199712,0.030519757976716688,0.0369467192622952,7.588082278350036e-05,0.030051896694890234,0.006086707718720262,0.03316498379041324
2017-06-09,1012.5,1012.98999,927.0,978.3099980000001,7647700,-0.03163512859661011,0.0004347588096254018,-0.015170435205206334,0.028075366475919017,-0.03563598713151804,-0.017626270613929792,-0.0014180407165148535,0.032009438935584264
2017-06-12,967.0,975.9500119999999,945.0,964.909973,9447200,-0.013697115461759779,-0.04493827160493824,-0.031000878809550714,-0.028140703517587906,-0.012069667597628106,-0.03177364782569712,-0.04717958390447209,-0.02936540650646898
2017-06-13,977.98999,984.5,966.099976,980.7899779999999,4580000,0.016457499087326743,0.011365036194415756,-0.015962710753935405,-0.018584881049012125,0.011743212261449802,-0.02830647763911221,0.010857791597327054,-0.022567883320859954
2017-06-14,988.590027,990.340027,966.7100220000001,976.4699710000001,3974900,-0.004404619844106783,0.010838594574981153,-0.01824819940403455,-0.011409973000000018,-0.006597251737190585,-0.03540268999489683,0.007331992603781794,-0.02285825187791084
2017-06-15,958.7000119999999,965.7299800000001,950.8599849999999,964.169983,5373900,-0.012596381215290942,-0.030234995482106064,-0.03190926112464354,-0.03994633825839322,-0.012019580141919589,-0.04071795203377895,-0.028244259470698453,-0.05044585285093408
2017-06-16,996.0,999.75,982.0,987.7100220000001,11472700,0.024414822505421263,0.03890684002620004,-0.018892809768116692,-0.0029930129730328936,0.023221340683174996,-0.024655816201319534,0.03676451157854712,-0.0080462401802738
2017-06-19,1017.0,1017.0,989.900024,995.169983,5043400,0.007552784556032366,0.02108433734939763,-0.015988731354741437,0.009699889989374544,0.00011605048400467697,-0.031777263869845945,0.014802863122825251,0.001823401942211509
2017-06-20,998.0,1004.8800050000001,992.0200199999999,992.590027,4076800,-0.0025924777114183506,-0.01868239921337267,-0.010378836490528398,-0.013833992094861691,0.00021343045278941677,-0.025683785644431193,-0.022836322319733295,-0.031069149424282558
